comment_imgs,content,date_buy,modal_id,rate_star,time_up,user_id,user_name
47716220/F0C1AA02-912A-4209-AF11-8223DE61B3DEJQ5G1.jpeg,Mua đc 5 tháng máy rất trơn rớt hoài bể hết mặt sau mua gói bảo hiểm 6 tháng lh nguyên tháng ko giải quyết. Chắc đợi hết tháng hết bảo hiểm là xog,20/03/2021,213031.0,1.0,30/08/2021,47716220,Nguyễn Đức Long
47605422/C2526F42-BB9B-4588-BE6F-71B0AF0B7C53M7QN9.jpeg,Mua được 2 tháng. Mà sao thấy chụp ảnh nó xấu hơn iPhone x vậy. Cái x trước e xài chụp đẹp sắc nét. Mua này về chụp xấu quá,06/07/2021,213031.0,3.0,24/08/2021,47605422,Nhinhi
,"bắt wifi tệ chưa từng đang xài muốn ngắt là ngắt đem đi cửa hàng cho kỹ thuật về nhà cũng i z, mua hàng ở thế giới nhiều lần rồi chỉ có lần này là thấy khó chịu nhất",29/04/2021,213031.0,1.0,09/08/2021,47378284,Tân
"47318278/87FB0053-9956-4B84-8FD7-7E2A1D80AC97-20210805100326.jpeg,47318278/9B9FD23E-A833-4DBB-9561-DB35117F2F90-20210805100334.jpeg","Mình mua trả góp gói 30% của FE lãi suất 0%. Mua thẳng thì 20tr5 còn trả góp thì 22tr9 tính ra 12 tháng chênh 2tr5 với trả thẳng - mức giá này chấp nhận được. Màu xanh mint rất đẹp, cầm nhẹ tay ❤️",03/08/2021,213031.0,5.0,05/08/2021,47318278,Vũ Đình An
,"màn hình mượt nhé lướt mượt kh có gì phải chê nhưng con chip v tải tốc chip cũng chả đc chậm chạp :) nếu gthieu cho bb chắc gthieu tụi nó 11 hay 11 pro max hay 12 pro max , 12 pro thoi sai lầm khi mua sớm :) chưa tìm hiểu kĩ nv tư vấn cứ nghĩ ăn khách là ăn khách thoi chớ biết gì tv khi mua nó như nào chán thiệt",02/02/2021,213031.0,3.0,26/07/2021,47197445,nhi
,Cảm nhận khi mua sp Thiết kế đẹp Cấu hình mạnh Mượt mà Pin k trâu nắm Chụp ảnh đỉnh uj Ms trải nghiệm từ oppo len ip Dk mot thoi gian cảm thấy hài lòng vs giá mua dk,15/07/2021,213031.0,4.0,22/07/2021,47104763,Nguyễn Đức Tuyển
,Chip A14 chơi tốc chiến bị giật lack là sao ạ... trong khi mọi tác vụ đều bình thường,08/07/2021,213031.0,1.0,17/07/2021,47011685,Phạm tính
47001804/54B091FF-CA9A-4F45-B454-93C6D07E03E9NYB2B.jpeg,Cho mình hỏi tài khoản của mình bị như này làm sao để khắc phục với ạ. Mình cám ơn,19/05/2021,213031.0,5.0,17/07/2021,47001804,Bông
,"sài khoảng 3 tháng tróc sơn, dù sài rất kĩ , quá thất vọng khi bỏ ra số tiền mà có sp như vậy",29/01/2021,213031.0,1.0,10/07/2021,46893725,nghĩa
,Thất vọng khi mua máy cũ thì dính con đã mở máy sửa chữa bảo hành mất zin mất kháng nước khi giá hơn 18tr,24/06/2021,213031.0,1.0,30/06/2021,46758591,Nhàn
,Thiết kế đẹp hơn trc rất nhiều. Mượt mà .pin ok . Camera đẹp Viền dễ bị trầy xướt,10/06/2021,213031.0,4.0,30/06/2021,46750197,Lê Từ Thịnh
,Mình mua máy ip12 ở cửa hàng được hai tuần r nhưng đến hôm nay thì lại chỉ sạc được đến 80% r dừng lại k lên được nữa,06/06/2021,213031.0,3.0,16/06/2021,46530159,Nguyễn thị phương
,Mình mới mua hơn 1 tháng mà sao gặp tình trạng người khác gọi tới bị thuê bao trong khi sóng full.,30/04/2021,213031.0,3.0,08/06/2021,46433395,Nguyễn quốc Dũng
,Tất cả OK có điều mua lúc 23tr h còn 20tr mới 2 tháng lổ 2tr kkk mọi người mua dòng iPhone 12 này dùng thử đi ngon lắm,13/04/2021,213031.0,5.0,30/05/2021,46324932,Thoại
,"Mọi thứ đều tốt, chỉ là khi mua bị lỗi hiển thị sai thời gian bảo hành, đã được khắc phục sau 5-7 ngày",22/05/2021,213031.0,4.0,27/05/2021,46291269,Đặng Tâm
46274379/1D33A2BD-E543-498F-85F0-FD181FC8ACBF7FMUW.jpeg,Khi mình chụp ngược sáng( chụp đèn hoặc trăng) thì iPhone 12 bị 1 chấm nhỏ như này là bị sao vậy?,17/05/2021,213031.0,3.0,26/05/2021,46274379,Nguyễn Thị Như
,Tạm được. Phụ kiện không có gì. Phải mua ngoài đắt quá. Có lẽ tôi phải đi mua thêm tai nghe và cáp usb to lighning,03/05/2021,213031.0,3.0,25/05/2021,46264031,Dat Nguyen
46249719/F89DED61-667C-4371-B7B1-FFB3141E03E7RXHGJ.jpeg,Đang sài ip xs lên đời luôn em 12 này quá ok nha mn Mua trả góp có lãi lên giá chỉ 19tr1 nha mn,22/05/2021,213031.0,5.0,24/05/2021,46249719,Trang
,Vừa mua máy hôm qua. Thanh toán online bớt thêm 500. Chính ra chỉ có 18tr700. Quá ngon.,22/05/2021,213031.0,5.0,23/05/2021,46237097,nguyenquan quan
